uid,site,date,lon_gda94,lat_gda94,bio_l_kg1ha,bio_t_kg1ha,bio_b_kg1ha,bio_w_kg1ha,bio_br_kg1ha,bio_s_kg1ha,bio_r_kg1ha,bio_agb_kg1ha,c_l_kg1ha,c_t_kg1ha,c_b_kg1ha,c_w_kg1ha,c_br_kg1ha,c_s_kg1ha,c_r_kg1ha,c_agb_kg1ha,total_alv_ba,total_ded_ba,tot_ba_m2ha
152,lfr102,20240526,130.832636253698,-12.892754027463335,1800.911854103343,1800.5830903790084,6779.008746355684,28770.84548104956,15932.361516034982,35549.854227405245,10745.189504373178,53209.62099125363,846.4285714285712,882.2857142857141,3321.714285714285,14097.714285714284,7806.857142857141,17419.42857142857,5265.142857142857,26072.71428571428,9.000000000000002,0.7142857142857144,9.714285714285715
153,cpr01,20240602,130.9309200995863,-12.76203823276146,1000.6079027355622,999.1253644314868,3923.6151603498547,26226.67638483965,7963.994169096208,30150.583090379005,8137.900874635568,39074.34402332361,470.2857142857142,489.5714285714285,1922.5714285714287,12851.07142857143,3902.3571428571418,14773.785714285712,3987.571428571428,19146.42857142857,6.142857142857142,1.2142857142857142,7.357142857142856
154,cpr02,20240602,130.89117949993326,-12.722681578007512,696.5045592705167,696.3556851311954,2557.4344023323615,8130.174927113702,6181.486880466472,10687.609329446062,3634.402332361516,17537.17201166181,327.35714285714283,341.2142857142857,1253.142857142857,3983.785714285714,3028.928571428571,5236.928571428571,1780.857142857143,8593.214285714286,2.7857142857142856,0.5,3.285714285714286
155,cpr03,20240602,130.8096937999255,-12.709415790883252,110.24316109422493,110.29154518950439,430.9329446064141,1401.9533527696794,1063.1195335276968,1832.8862973760934,616.2682215743441,3001.749271137027,51.81428571428572,54.04285714285715,211.1571428571429,686.9571428571429,520.9285714285714,898.1142857142858,301.9714285714286,1470.8571428571431,0.5428571428571429,0.014285714285714285,0.5571428571428572
156,cpr04,20240602,130.76263900059286,-12.657997079899088,1285.5623100303949,1284.6938775510205,4830.3206997084535,18673.615160349855,11782.65306122449,23505.24781341107,7268.804664723032,36520.991253644315,604.2142857142856,629.5,2366.857142857142,9150.07142857143,5773.5,11517.571428571426,3561.714285714286,17895.285714285714,5.857142857142857,0.7142857142857143,6.571428571428571
12,centa13,20130602,133.35543801341595,-14.37659043909748,908.966565349544,907.5801749271136,3033.8192419825073,17358.38192419825,7666.690962099125,20394.31486880466,4780.029154518949,28932.871720116615,427.21428571428567,444.71428571428567,1486.5714285714284,8505.607142857141,3756.678571428571,9993.214285714283,2342.2142857142853,14177.107142857141,4.142857142857143,0.1785714285714286,4.321428571428571
15,gulf11,20130716,136.5989968774067,-16.08907702212583,1666.261398176292,1663.4110787172012,4818.148688046646,27810.276967930033,10601.822157434404,32628.42565597668,7979.8833819242,44828.49854227406,783.1428571428572,815.0714285714286,2360.892857142857,13627.035714285716,5194.892857142858,15987.928571428572,3910.142857142858,21965.964285714286,6.642857142857143,0.5714285714285714,7.214285714285714
25,amg01,20120619,134.05167792472756,-16.38097178688785,1872.4960389316434,1868.1917219775441,5456.9947583896765,15611.459819490103,12021.842239935493,21068.45457787979,7545.335276967933,34886.364446994616,880.0731382978723,915.4139437689967,2673.9274316109413,7649.61531155015,5890.702697568391,10323.542743161097,3697.214285714287,17094.31857902736,6.4642857142857135,0.35714285714285715,6.821428571428569
28,amg05,20120621,134.09063663514416,-16.73125956338392,3773.7082066869293,3775.3644314868793,14751.166180758013,47989.94169096209,36391.39941690961,62741.1078717201,21095.335276967922,102752.18658892125,1773.6428571428567,1849.9285714285709,7228.071428571427,23515.071428571424,17831.78571428571,30743.142857142848,10336.714285714283,50348.57142857141,12.107142857142856,6.964285714285715,19.07142857142857
29,amg06,20120621,134.08784833411886,-16.69423322370554,472.0668693009119,472.2740524781342,1845.276967930029,6003.236151603499,4552.332361516035,7848.513119533528,2638.8921282798838,12853.644314868805,221.87142857142857,231.41428571428574,904.1857142857142,2941.5857142857144,2230.6428571428573,3845.7714285714287,1293.057142857143,6298.285714285715,2.242857142857143,0.14285714285714288,2.3857142857142857
30,amg08,20120622,134.08869163134648,-16.56931920464764,4515.729483282676,4517.711370262391,17651.67638483965,57426.16618075802,43547.01166180758,75077.84256559766,25243.294460641402,122956.26822157434,2122.3928571428573,2213.6785714285716,8649.32142857143,28138.821428571428,21338.035714285714,36788.142857142855,12369.214285714286,60248.57142857143,19.28571428571429,3.535714285714285,22.821428571428573
32,amg10,20120622,134.18768033424183,-16.41559201378762,500.30395136778117,499.94169096209913,1744.2565597667638,5431.486880466472,4139.591836734695,7175.7434402332365,2465.0728862973765,11795.218658892127,235.14285714285714,244.97142857142856,854.6857142857142,2661.428571428571,2028.4000000000003,3516.114285714286,1207.8857142857144,5779.657142857142,2.0142857142857142,0.2142857142857143,2.2285714285714286
39,ant03,20120624,135.05800424006875,-18.24023510938841,101.76291793313072,101.80758017492712,397.78425655976685,1294.1107871720117,981.3411078717202,1691.8950437317787,568.8629737609331,2770.8454810495627,47.828571428571436,49.88571428571429,194.91428571428574,634.1142857142858,480.8571428571429,829.0285714285716,278.7428571428572,1357.7142857142858,0.5142857142857143,0.0,0.5142857142857143
48,barkely07,20111027,135.60930951574304,-18.08531564548007,289.741641337386,289.86880466472303,1132.5801749271136,3684.620991253644,2794.096209912536,4817.201166180757,1619.6793002915451,7889.212827988337,136.17857142857142,142.03571428571428,554.9642857142857,1805.4642857142856,1369.1071428571427,2360.428571428571,793.6428571428571,3865.7142857142853,1.3571428571428572,0.10714285714285714,1.4642857142857142
89,nc02,20130414,133.40975540254905,-17.353833721986803,975.2279635258359,975.655976676385,3812.0991253644315,12401.89504373178,9404.51895043732,16213.994169096211,5451.603498542274,26553.93586005831,458.35714285714283,478.0714285714286,1867.9285714285713,6076.9285714285725,4608.214285714286,7944.857142857143,2671.285714285714,13011.428571428572,4.678571428571428,0.25,4.928571428571428
90,nc03,20130414,133.41858120339074,-17.36594025176314,551.2158054711247,551.4577259475219,2154.6647230320705,7009.766763848396,5315.5976676384835,9164.431486880467,3081.3411078717204,15008.74635568513,259.07142857142856,270.2142857142857,1055.7857142857144,3434.785714285714,2604.642857142857,4490.571428571428,1509.857142857143,7354.285714285714,2.4714285714285715,0.3142857142857143,2.785714285714286
91,lim01,20120529,135.7442053309193,-16.313870265981137,801.9756838905777,801.8367346938776,2956.501457725948,9413.265306122452,7155.772594752186,12369.766763848396,4203.265306122451,20294.78134110787,376.9285714285715,392.90000000000003,1448.6857142857145,4612.500000000001,3506.328571428571,6061.185714285714,2059.600000000001,9944.442857142856,3.0285714285714285,0.7714285714285716,3.8
93,lim03,20120530,135.68783603142174,-16.450205866489053,1543.0851063829791,1541.0349854227406,5040.8892128279895,15259.985422740527,11669.460641399419,20300.874635568514,7071.2827988338195,33450.43731778426,725.2500000000001,755.1071428571429,2470.0357142857147,7477.392857142858,5718.035714285715,9947.428571428572,3464.9285714285716,16390.714285714286,5.964285714285714,0.4285714285714285,6.392857142857143
94,lim04,20120530,135.68825060839927,-16.485670792594394,487.0820668693009,487.2594752186588,1890.7580174927116,6136.0058309037895,4654.314868804665,8026.763848396501,2702.0991253644315,13148.279883381923,228.92857142857142,238.7571428571428,926.4714285714286,3006.642857142857,2280.614285714286,3933.1142857142854,1324.0285714285715,6442.657142857142,2.1571428571428575,0.28571428571428575,2.4428571428571426
96,lim06,20120530,135.7115911286766,-16.30822449693309,942.857142857143,942.5072886297376,3408.1049562682215,10768.513119533529,8193.236151603498,14176.618075801749,4835.33527696793,23274.227405247813,443.14285714285717,461.8285714285714,1669.9714285714285,5276.571428571429,4014.6857142857143,6946.5428571428565,2369.3142857142857,11404.371428571429,3.871428571428572,0.5,4.371428571428572
2,agb02,20120714,131.00519029974444,-12.64729111005121,1995.8206686930087,1993.2944606413994,6456.049562682215,27565.670553935863,14694.825072886295,34021.720116618075,9955.10204081633,50630.90379008746,938.035714285714,976.7142857142857,3163.4642857142853,13507.178571428572,7200.464285714284,16670.642857142855,4878.000000000001,24809.142857142855,8.214285714285714,0.7857142857142856,9.0
3,buff01,20120713,130.8985928144694,-12.336187131462985,1555.6231003039513,1553.8629737609328,4550.291545189504,24978.79008746356,10609.402332361518,29529.08163265306,7031.778425655976,41630.61224489795,731.1428571428571,761.3928571428571,2229.642857142857,12239.607142857145,5198.607142857144,14469.249999999998,3445.5714285714284,20398.999999999996,5.892857142857143,0.4642857142857143,6.357142857142856
4,ep01,20120713,130.82164929122726,-12.411102721524571,2869.148936170213,2870.408163265306,11215.30612244898,36486.73469387755,27668.367346938776,47702.04081632654,16038.775510204083,78122.44897959183,1348.5,1406.5,5495.5,17878.5,13557.5,23374.000000000004,7859.0,38280.0,13.214285714285715,1.2857142857142856,14.5
5,girra01,20120605,131.07802192217,-12.514122936055013,2601.950354609929,2597.959183673469,8639.795918367345,45233.33333333333,18576.87074829932,53874.319727891154,14932.65306122449,74946.93877551019,1222.9166666666665,1272.9999999999998,4233.499999999999,22164.333333333332,9102.666666666666,26398.416666666664,7317.0,36723.99999999999,12.916666666666666,0.5833333333333334,13.500000000000002
7,hshr01,20120606,131.0620726815403,-12.416565823874741,5729.4832826747715,5728.862973760933,21277.259475218656,68256.26822157436,51575.218658892125,89533.52769679301,30339.358600583088,146604.37317784256,2692.8571428571427,2807.142857142857,10425.857142857141,33445.571428571435,25271.85714285714,43871.42857142857,14866.285714285712,71836.14285714286,24.28571428571428,3.142857142857143,27.428571428571423
8,hsf01,20120710,131.03132931286336,-12.469290179747652,3912.1580547112467,3913.7026239067054,15287.026239067056,50344.75218658892,37661.37026239067,65631.92419825074,21964.43148688047,107045.7725947522,1838.7142857142858,1917.7142857142856,7490.642857142857,24668.928571428572,18454.071428571428,32159.64285714286,10762.57142857143,52452.42857142857,19.357142857142865,0.5,19.85714285714286
