site_clean,AGB,b1_wfp_dry_p50,b1_ccw_dry_p50,b1_hsd_p50,b1_hmc_p50,b1_hcv_p50,b1_h99_p50,b1_h25_p50,b1_dp1fm_p50,b1_dp1fm_dry_p50,b2_dp1fm_p50,b2_dp1fm_dry_p50,b3_dp1fm_p50,b3_dp1fm_dry_p50,b1_dbifm_p50,b2_dbifm_p50,b3_dbifm_p50,b4_dbifm_p50,b5_dbifm_p50,b6_dbifm_p50,dbifmdry_GNDVI_p50,dbifman_GNDVI_p50,dbifmdry_MSR_p50,dbifman_MSR_p50,dbifmdry_NBR_p50,dbifman_NBR_p50,dbifmdry_NDVI_p50,dbifman_NDVI_p50,dbifmdry_CVI_p50,dbifman_CVI_p50,dbifmdry_GDVI_p50,dbifman_GDVI_p50,dbifmdry_GSAVI_p50,dbifman_GSAVI_p50,dbifmdry_NDGI_p50,dbifman_NDGI_p50,dbifmdry_RI_p50,dbifman_RI_p50,dbifmdry_NDII_p50,dbifman_NDII_p50,dbifmdry_MSAVI_p50,dbifman_MSAVI_p50,dbifmdry_SAVI_p50,dbifman_SAVI_p50,dbifmdry_DVI_p50,dbifman_DVI_p50,dbifmdry_r42_p50,dbifman_r42_p50,dbifmdry_r32_p50,dbifman_r32_p50,dbifmdry_r43_p50,dbifman_r43_p50,dbifmdry_r52_p50,dbifman_r52_p50,dbifmdry_r53_p50,dbifman_r53_p50,dbifmdry_r54_p50,dbifman_r54_p50,dbifmdry_r62_p50,dbifman_r62_p50,dbifmdry_r63_p50,dbifman_r63_p50,dbifmdry_r64_p50,dbifman_r64_p50,dbifmdry_r65_p50,dbifman_r65_p50,mean_agap_p50,mean_dgap_p50,mean_drio_p50,mean_dpos_p50,dr_dsum_p50,dr_dsii_p50,dr_wsum_p50,dr_wsii_p50,tx_dsum_p50,tx_dsii_p50,tx_wsum_p50,tx_wsii_p50,rx_wsum_p50,rx_wsii_p50,rx_dsii_p50,ma_asum_p50,ma_dsii_p50,b1_wfp_dry_p99,b1_ccw_dry_p99,b1_hsd_p99,b1_hmc_p99,b1_hcv_p99,b1_h99_p99,b1_h25_p99,b1_dp1fm_p99,b1_dp1fm_dry_p99,b2_dp1fm_p99,b2_dp1fm_dry_p99,b3_dp1fm_p99,b3_dp1fm_dry_p99,b1_dbifm_p99,b2_dbifm_p99,b3_dbifm_p99,b4_dbifm_p99,b5_dbifm_p99,b6_dbifm_p99,dbifmdry_GNDVI_p99,dbifman_GNDVI_p99,dbifmdry_MSR_p99,dbifman_MSR_p99,dbifmdry_NBR_p99,dbifman_NBR_p99,dbifmdry_NDVI_p99,dbifman_NDVI_p99,dbifmdry_CVI_p99,dbifman_CVI_p99,dbifmdry_GDVI_p99,dbifman_GDVI_p99,dbifmdry_GSAVI_p99,dbifman_GSAVI_p99,dbifmdry_NDGI_p99,dbifman_NDGI_p99,dbifmdry_RI_p99,dbifman_RI_p99,dbifmdry_NDII_p99,dbifman_NDII_p99,dbifmdry_MSAVI_p99,dbifman_MSAVI_p99,dbifmdry_SAVI_p99,dbifman_SAVI_p99,dbifmdry_DVI_p99,dbifman_DVI_p99,dbifmdry_r42_p99,dbifman_r42_p99,dbifmdry_r32_p99,dbifman_r32_p99,dbifmdry_r43_p99,dbifman_r43_p99,dbifmdry_r52_p99,dbifman_r52_p99,dbifmdry_r53_p99,dbifman_r53_p99,dbifmdry_r54_p99,dbifman_r54_p99,dbifmdry_r62_p99,dbifman_r62_p99,dbifmdry_r63_p99,dbifman_r63_p99,dbifmdry_r64_p99,dbifman_r64_p99,dbifmdry_r65_p99,dbifman_r65_p99,mean_agap_p99,mean_dgap_p99,mean_drio_p99,mean_dpos_p99,dr_dsum_p99,dr_dsii_p99,dr_wsum_p99,dr_wsii_p99,tx_dsum_p99,tx_dsii_p99,tx_wsum_p99,tx_wsii_p99,rx_wsum_p99,rx_wsii_p99,rx_dsii_p99,ma_asum_p99,ma_dsii_p99,site_name,lon_gda94,lat_gda94,date,bio_agb_kg1ha,c_agb_kg1ha,bio_agb_30,geometry
LEGU02.2012,0.0,4.0,7.0,100.87642669677734,101.4978485107422,130.4183578491211,103.80258178710938,100.82422637939452,6.0,0.0,11.0,11.0,82.0,88.0,563.5,839.0,1200.0,2221.0,3427.0,2144.5,5507291,4605263,4394927,3522816,1307692,118505,3489879,2929528,57495841,40081499,1775000,1400000,3237869,2611940,-2497409,-1937070,2497409,1937070,-1430041,-2170693,1987648,1562403,2228030,1789187,1293000,1006000,34474077,27073468,16647891,14812519,20707775,18277423,45983446,42087186,27621185,28413254,13338557,15545547,26503046,26447515,15919762,17854840,7687819,9768795,5763606,6283983,24.0,24.0,0.0,0.0,0.0,1.0,3988.899999999978,1.4127489497641743,4937.2,0.0592724621242808,7723.100000000004,0.0403205966516035,9602.7,0.1238907509643865,0.0941604832703499,1355.2,0.7105990783410138,6.780000000000001,12.670000000000002,101.4041426086426,102.46765106201173,147.47038879394532,105.52784355163574,101.65040222167968,8.89,1.0,13.89,14.78,84.0,92.78,600.34,869.9,1334.62,2384.46,3692.37,2457.57,5507291,4605263,4394927,3522816,1307692,118505,3489879,2929528,57495841,40081499,1775000,1400000,3237869,2611940,-2497409,-1937070,2497409,1937070,-1430041,-2170693,1987648,1562403,2228030,1789187,1293000,1006000,34474077,27073468,16647891,14812519,20707775,18277423,45983446,42087186,27621185,28413254,13338557,15545547,26503046,26447515,15919762,17854840,7687819,9768795,5763606,6283983,24.0,24.0,0.0,0.0,0.0,1.0,3988.899999999978,1.4127489497641743,4937.2,0.0592724621242808,7723.100000000004,0.0403205966516035,9602.7,0.1238907509643865,0.0941604832703499,1355.2,0.7105990783410138,legu02,129.30188667529683,-15.16619152787618,20121005,0.0,0.0,0.0,POINT (129.3018866752968 -15.16619152787618)
LEGU03.2012,0.0,1.5,1.0,101.14671325683594,102.6144676208496,139.8193130493164,104.7650260925293,101.8830909729004,70.0,62.0,8.0,4.0,19.5,33.0,1129.5,1670.5,2209.0,3289.0,4208.5,3722.5,3450859,3257403,2246446,2235986,-1168981,-634874,1999214,1991010,28126217,25821685,1566000,1573000,2462780,2400549,-1559216,-1354222,1559216,1354222,-1853730,-1246924,1381565,1418935,1512343,1542219,1017000,1063000,20530180,19658666,13686039,13134435,15000819,14967272,29872779,25263293,21827191,19234396,14550666,12850970,25963123,22323832,18970516,16996415,12646320,11355720,8691231,8836470,24.0,24.0,0.0,0.0,0.0,1.0,3993.74999999998,1.4059540594854676,4929.5999999999985,0.0578789308237697,7706.549999999997,0.0392059668885385,9698.649999999998,0.1217002414819286,0.0975103283666031,1369.35,0.6920126993783386,1.99,4.789999999999999,101.54818374633787,103.45507621765137,142.1338217163086,106.11131790161132,102.47546844482422,79.56,68.89,9.89,8.670000000000002,40.13000000000001,47.56,1202.23,1766.14,2318.0600000000004,3471.8900000000012,4309.8899999999985,3930.19,3450859,3257403,2246446,2235986,-1168981,-634874,1999214,1991010,28126217,25821685,1566000,1573000,2462780,2400549,-1559216,-1354222,1559216,1354222,-1853730,-1246924,1381565,1418935,1512343,1542219,1017000,1063000,20530180,19658666,13686039,13134435,15000819,14967272,29872779,25263293,21827191,19234396,14550666,12850970,25963123,22323832,18970516,16996415,12646320,11355720,8691231,8836470,24.0,24.0,0.0,0.0,0.0,1.0,3993.74999999998,1.4059540594854676,4929.5999999999985,0.0578789308237697,7706.549999999997,0.0392059668885385,9698.649999999998,0.1217002414819286,0.0975103283666031,1369.35,0.6920126993783386,legu03,129.46391793163474,-15.125105963590553,20121006,0.0,0.0,0.0,POINT (129.4639179316347 -15.12510596359055)
LEGU05.2012,19675.13119533528,27.0,45.0,103.31402587890624,106.8379135131836,156.08042907714844,113.24952697753906,103.7345199584961,2.0,2.0,35.0,32.0,60.0,65.0,289.0,545.0,767.0,1946.0,2260.0,1319.0,5931818,5664392,5869981,5990659,2921659,1976673,4315861,4377303,60894375,51049829,1566000,1411000,3074607,2825390,-2172012,-1711435,2172012,1711435,-136023,-698451,2093748,1995558,2396070,2310086,1268000,1188000,39131693,36116365,15540624,14120066,25180258,25578043,40210875,41521382,25874684,29405941,10275782,11496556,21447178,24198191,13800718,17137449,5480769,6700063,5333676,5827887,8.0,8.0,0.0833333358168602,0.0766703709959983,0.0,1.0,3987.299999999977,1.4125777916312945,4924.9000000000015,0.0661698714694713,7775.999999999997,0.0433935920047031,9216.699999999997,0.1342159961188464,0.0877496592188704,1238.5000000000002,0.6705546026300743,35.52,55.44,104.69228942871094,108.11150817871092,172.05538391113282,116.89363769531248,105.40413787841796,4.0,3.0,40.92,37.67999999999999,65.0,68.0,299.7600000000002,559.52,781.92,2070.04,2325.88,1436.3200000000006,5931818,5664392,5869981,5990659,2921659,1976673,4315861,4377303,60894375,51049829,1566000,1411000,3074607,2825390,-2172012,-1711435,2172012,1711435,-136023,-698451,2093748,1995558,2396070,2310086,1268000,1188000,39131693,36116365,15540624,14120066,25180258,25578043,40210875,41521382,25874684,29405941,10275782,11496556,21447178,24198191,13800718,17137449,5480769,6700063,5333676,5827887,8.0,8.0,0.0833333358168602,0.0766703709959983,0.0,1.0,3987.299999999977,1.4125777916312945,4924.9000000000015,0.0661698714694713,7775.999999999997,0.0433935920047031,9216.699999999997,0.1342159961188464,0.0877496592188704,1238.5000000000002,0.6705546026300743,legu05,129.24083843638635,-15.385715701054187,20121007,19675.13119533528,9640.814285714288,1770.7618075801752,POINT (129.2408384363864 -15.38571570105419)
LEGU06.2012,32134.110787172,55.5,78.0,103.87091064453124,108.06588745117188,151.26822662353516,115.21881484985352,105.24769592285156,2.5,3.0,51.0,52.0,44.0,42.5,291.5,530.5,713.0,2309.0,2262.5,1239.0,6581912,6238596,9406396,7977329,4524951,3077140,5803681,5273927,62490344,57669581,2045000,1778000,3783767,3397452,-1259259,-1437700,1259259,1437700,1338028,91583,3153809,2673462,3435835,2985056,1892000,1598000,48486417,43121798,12882512,13351188,37637393,32298099,37033988,42339311,28747490,31712018,7638013,9818540,18273551,22840009,14184773,17107099,3768798,5296627,4934265,5394516,9.5,24.0,0.0416666679084301,0.0399662256240844,0.0,1.0,3982.5999999999794,1.4154859352469025,4946.1,0.06488344352115799,7783.000000000001,0.0432260788164681,9261.700000000004,0.1329993413736139,0.0868821012247307,1248.2999999999995,0.6791431792559188,65.4,85.55,104.36653480529785,109.20598335266114,156.63717803955083,116.3511520385742,106.29835052490236,5.85,6.85,54.7,59.55,47.85,57.40000000000001,356.8,581.55,827.85,2441.1,2487.55,1391.65,6581912,6238596,9406396,7977329,4524951,3077140,5803681,5273927,62490344,57669581,2045000,1778000,3783767,3397452,-1259259,-1437700,1259259,1437700,1338028,91583,3153809,2673462,3435835,2985056,1892000,1598000,48486417,43121798,12882512,13351188,37637393,32298099,37033988,42339311,28747490,31712018,7638013,9818540,18273551,22840009,14184773,17107099,3768798,5296627,4934265,5394516,9.5,24.0,0.0416666679084301,0.0399662256240844,0.0,1.0,3982.5999999999794,1.4154859352469025,4946.1,0.06488344352115799,7783.000000000001,0.0432260788164681,9261.700000000004,0.1329993413736139,0.0868821012247307,1248.2999999999995,0.6791431792559188,legu06,129.17577273028243,-15.325699767062831,20121007,32134.110787172005,15745.714285714284,2892.0699708454804,POINT (129.1757727302824 -15.32569976706283)
LEGU07.2012,40437.17201166181,49.0,71.0,103.60686492919922,107.34453582763672,152.77330017089844,113.78742980957031,104.56404876708984,2.0,2.0,45.0,47.0,52.0,49.0,364.0,611.0,842.0,2282.0,2507.0,1403.0,6181943,5744976,7729184,6291733,3486502,2307692,5172859,4526854,57147754,51587603,1794000,1658000,3405467,3153690,-1483474,-1646259,1483474,1646259,350452,-471797,2660452,2315995,2966646,2613189,1601000,1416000,42381716,36989150,13490377,13934901,31416258,26544251,39500802,40652803,29280725,29173371,9320246,10990467,20473136,23113924,15176103,16587075,4830653,6248839,5182967,5685690,24.0,24.0,0.0416666679084301,0.0399662256240844,0.0,1.0,3987.149999999979,1.4138223680937159,4946.5999999999985,0.0649981689720766,7783.15,0.0433004984551678,9257.8,0.1331480181789068,0.0870326938187663,1245.25,0.6789759424343742,52.76000000000001,74.84,104.10791137695313,107.82374237060549,160.54436645507818,115.31327209472656,105.19245697021485,2.92,4.92,47.92,49.84,54.92,53.84,412.76,657.4399999999998,935.72,2380.84,2610.2,1545.56,6181943,5744976,7729184,6291733,3486502,2307692,5172859,4526854,57147754,51587603,1794000,1658000,3405467,3153690,-1483474,-1646259,1483474,1646259,350452,-471797,2660452,2315995,2966646,2613189,1601000,1416000,42381716,36989150,13490377,13934901,31416258,26544251,39500802,40652803,29280725,29173371,9320246,10990467,20473136,23113924,15176103,16587075,4830653,6248839,5182967,5685690,24.0,24.0,0.0416666679084301,0.0399662256240844,0.0,1.0,3987.149999999979,1.4138223680937159,4946.5999999999985,0.0649981689720766,7783.15,0.0433004984551678,9257.8,0.1331480181789068,0.0870326938187663,1245.25,0.6789759424343742,legu07,129.12848109540147,-15.379878082919705,20121008,40437.17201166181,19814.214285714286,3639.3454810495627,POINT (129.1284810954015 -15.3798780829197)
LEGU08.2012,19646.763848396506,36.0,56.0,102.7528305053711,104.56510925292969,142.4432830810547,109.62794494628906,102.3131103515625,6.0,6.0,42.0,39.0,50.0,54.0,311.0,638.0,888.0,2490.0,2264.0,1387.0,5538040,5949367,5783564,6747521,2545656,2790213,4271325,4743474,48677799,55276442,1616000,1833000,3061379,3402425,-1659193,-1680000,1659193,1680000,19890,444208,2200513,2559363,2489299,2845914,1357000,1581000,34813172,39326102,13987374,14029161,24888997,28031686,34678383,35981508,24792632,25647655,9961282,9149523,20694421,22167496,14795072,15801014,5944423,5636840,5967528,6160803,1.5333333015441897,1.5384615659713743,0.5833333134651184,0.3255205154418945,0.0,1.0,4000.4999999999823,1.407724034495694,4938.799999999998,0.0663642990200048,7788.399999999999,0.0438234150421504,9190.6,0.1348396342847196,0.0880615329362822,1222.7,0.6559523809523808,41.84,62.92,103.17571655273436,106.27591064453124,150.498642578125,112.0958987426758,103.9084600830078,7.92,15.52,45.0,43.0,52.0,59.6,343.48,643.8399999999998,934.88,2531.68,2339.88,1464.0,5538040,5949367,5783564,6747521,2545656,2790213,4271325,4743474,48677799,55276442,1616000,1833000,3061379,3402425,-1659193,-1680000,1659193,1680000,19890,444208,2200513,2559363,2489299,2845914,1357000,1581000,34813172,39326102,13987374,14029161,24888997,28031686,34678383,35981508,24792632,25647655,9961282,9149523,20694421,22167496,14795072,15801014,5944423,5636840,5967528,6160803,1.5333333015441897,1.5384615659713743,0.5833333134651184,0.3255205154418945,0.0,1.0,4000.4999999999823,1.407724034495694,4938.799999999998,0.0663642990200048,7788.399999999999,0.0438234150421504,9190.6,0.1348396342847196,0.0880615329362822,1222.7,0.6559523809523808,legu08,129.17040523704608,-15.438407632386575,20121008,19646.763848396506,9626.914285714283,1768.2087463556854,POINT (129.1704052370461 -15.43840763238657)
LFR101.2024,67459.76676384838,39.0,60.0,104.49957275390624,107.75039672851562,156.88436889648438,115.9906234741211,104.44889831542969,5.0,1.0,57.0,39.0,37.0,59.0,316.0,527.0,624.5,2091.0,1701.0,843.0,6163265,5866356,7349741,8432771,2492114,4102210,5012637,5452138,58958805,43361764,1359000,1510000,2829285,2990494,-1665025,-609003,1665025,609003,-757261,830019,2070787,2484614,2420667,2828078,1190000,1441000,42139480,38383459,14014972,11312657,30067473,33929659,49042553,32500000,34992972,28728884,11638149,8467189,25323089,16055764,18068597,14192744,6009350,4182991,5163493,4940235,1.1764706373214722,1.2857142686843872,0.625,0.3345384001731873,82.99999999999818,1.6,1718.5999999999756,0.6785257102957623,5210.100000000001,0.0354863148079797,7375.3,0.0525421726186441,12180.899999999996,0.1602813772850468,0.0772044178888285,1630.7999999999995,0.3117241379310345,43.92,66.84,104.97397247314451,109.63059387207028,165.51677001953124,117.49891540527344,105.87603057861328,5.95,1.0,60.85,44.88,43.7,60.96,447.15000000000015,609.7,646.75,2174.55,1921.3,995.9499999999997,6163265,5866356,7349741,8432771,2492114,4102210,5012637,5452138,58958805,43361764,1359000,1510000,2829285,2990494,-1665025,-609003,1665025,609003,-757261,830019,2070787,2484614,2420667,2828078,1190000,1441000,42139480,38383459,14014972,11312657,30067473,33929659,49042553,32500000,34992972,28728884,11638149,8467189,25323089,16055764,18068597,14192744,6009350,4182991,5163493,4940235,1.1764706373214722,1.2857142686843872,0.625,0.3345384001731873,82.99999999999818,1.6,1718.5999999999756,0.6785257102957623,5210.100000000001,0.0354863148079797,7375.3,0.0525421726186441,12180.899999999996,0.1602813772850468,0.0772044178888285,1630.7999999999995,0.3117241379310345,lfr101,130.8388958542966,-12.811394520522127,20240526,67459.76676384838,33055.28571428571,6071.379008746354,POINT (130.8388958542966 -12.81139452052213)
LFR102.2024,53209.620991253636,50.0,73.0,104.87743377685548,110.0955810546875,148.34841918945312,118.35548400878906,106.84471130371094,2.5,2.0,51.5,49.5,43.5,46.5,148.0,441.0,459.0,2393.0,1748.0,732.0,5998373,6838340,7586265,12285073,2544643,5109114,5113331,6647808,51681043,57113695,1475000,1912000,2966215,3678810,-1276596,-349345,1276596,349345,-145291,1363746,2285217,3294281,2625937,3602453,1331000,1880000,39939107,53181476,12926252,10722892,30897671,49596208,41109608,40421687,31803193,37696629,10293071,7600708,23741543,17213855,18366920,16053371,5944435,3236814,5775181,4258569,1.0363636016845703,1.0363636016845703,0.9666666507720948,0.3676167607307434,82.99999999999818,1.6,1718.5999999999756,0.6785257102957623,5210.100000000001,0.0354863148079797,7375.3,0.0525421726186441,12180.899999999996,0.1602813772850468,0.0772044178888285,1630.7999999999995,0.3117241379310345,53.92,76.83999999999997,105.28420532226562,111.34011657714844,161.27993225097651,120.2472659301758,108.021162109375,4.9,4.9,54.95,51.95,45.95,50.95,200.5,472.25,553.15,2459.05,2036.5,907.95,5998373,6838340,7586265,12285073,2544643,5109114,5113331,6647808,51681043,57113695,1475000,1912000,2966215,3678810,-1276596,-349345,1276596,349345,-145291,1363746,2285217,3294281,2625937,3602453,1331000,1880000,39939107,53181476,12926252,10722892,30897671,49596208,41109608,40421687,31803193,37696629,10293071,7600708,23741543,17213855,18366920,16053371,5944435,3236814,5775181,4258569,1.0363636016845703,1.0363636016845703,0.9666666507720948,0.3676167607307434,82.99999999999818,1.6,1718.5999999999756,0.6785257102957623,5210.100000000001,0.0354863148079797,7375.3,0.0525421726186441,12180.899999999996,0.1602813772850468,0.0772044178888285,1630.7999999999995,0.3117241379310345,lfr102,130.832636253698,-12.892754027463337,20240526,53209.62099125364,26072.714285714283,4788.865889212828,POINT (130.832636253698 -12.89275402746334)
LIM01.2012,20294.781341107868,11.5,20.5,102.51098251342772,104.3146514892578,162.3868408203125,109.61285781860352,102.12560272216795,7.0,5.5,19.5,19.5,72.0,73.0,344.5,566.5,841.5,1769.0,2385.0,1564.5,5217954,5162950,4662878,4542464,579058,621808,3650794,3579109,47102790,46465470,1209000,1204000,2478475,2463175,-1935953,-1942857,1935953,1942857,-1474855,-1479518,1578584,1555916,1865357,1838506,943000,932000,31779546,31305888,14793513,14816290,21482083,21129370,42772188,42186808,28912801,28473260,13459030,13475679,28298543,27655305,19129022,18665472,8904640,8833899,6616108,6555439,2.0416666194796558,2.2640624344348907,0.4322916734963656,0.2797936331480741,4.399999999998727,1.4636363636364484,3873.3999999999855,1.457250551379745,4632.9000000000015,0.0753912236396209,7775.900000000002,0.0521427928416187,8593.700000000003,0.1199749318022007,0.1145650228331458,1183.1999999999996,0.2758990053557764,18.78,32.56,102.95946067810058,105.42391136169434,165.99860427856444,111.29607612609863,102.80173500061035,10.78,10.670000000000002,25.78,25.78,75.89,76.0,413.47,616.82,895.91,1862.28,2454.8,1784.09,5217954,5162950,4662878,4542464,579058,621808,3650794,3579109,47102790,46465470,1209000,1204000,2478475,2463175,-1935953,-1942857,1935953,1942857,-1474855,-1479518,1578584,1555916,1865357,1838506,943000,932000,31779546,31305888,14793513,14816290,21482083,21129370,42772188,42186808,28912801,28473260,13459030,13475679,28298543,27655305,19129022,18665472,8904640,8833899,6616108,6555439,2.0416666194796558,2.2640624344348907,0.4322916734963656,0.2797936331480741,4.399999999998727,1.4636363636364484,3873.3999999999855,1.457250551379745,4632.9000000000015,0.0753912236396209,7775.900000000002,0.0521427928416187,8593.700000000003,0.1199749318022007,0.1145650228331458,1183.1999999999996,0.2758990053557764,lim01,135.7442053309193,-16.313870265981134,20120529,20294.781341107868,9944.442857142856,1826.530320699708,POINT (135.7442053309193 -16.31387026598113)
LIM03.2012,33450.437317784264,43.0,65.0,103.79718017578124,108.47948455810548,147.9810028076172,115.24362182617188,105.7666473388672,2.0,2.0,38.0,34.0,58.0,62.0,297.0,537.0,767.0,1968.0,2298.0,1376.0,5610717,5610717,5815381,5815381,1725363,1725363,4287775,4287775,50570735,50570735,1424000,1424000,2833643,2833643,-1742031,-1742031,1742031,1742031,-832948,-832948,1985566,1985566,2294481,2294481,1189000,1189000,35571514,35571514,14230999,14230999,24995795,24995795,42038699,42038699,29540230,29540230,11818080,11818080,25106723,25106723,17642276,17642276,7058098,7058098,5972288,5972288,2.875,5.0,0.2083333283662796,0.169153407216072,1.2999999999992724,1.4461538461539,3801.399999999988,1.4895790272756702,4685.799999999998,0.0755815442400443,7856.599999999998,0.0509926140351515,8398.900000000003,0.1201892084507665,0.1148573861217538,1132.0999999999995,0.2741200828157349,49.76000000000001,72.76,104.34936889648438,109.08393920898438,153.04426757812504,116.52113372802734,106.60577339172363,4.0,3.0,43.92,38.0,66.75999999999999,68.76,350.6,639.8399999999998,939.88,2065.8,2573.96,1642.32,5610717,5610717,5815381,5815381,1725363,1725363,4287775,4287775,50570735,50570735,1424000,1424000,2833643,2833643,-1742031,-1742031,1742031,1742031,-832948,-832948,1985566,1985566,2294481,2294481,1189000,1189000,35571514,35571514,14230999,14230999,24995795,24995795,42038699,42038699,29540230,29540230,11818080,11818080,25106723,25106723,17642276,17642276,7058098,7058098,5972288,5972288,2.875,5.0,0.2083333283662796,0.169153407216072,1.2999999999992724,1.4461538461539,3801.399999999988,1.4895790272756702,4685.799999999998,0.0755815442400443,7856.599999999998,0.0509926140351515,8398.900000000003,0.1201892084507665,0.1148573861217538,1132.0999999999995,0.2741200828157349,lim03,135.68783603142174,-16.450205866489053,20120530,33450.437317784264,16390.714285714286,3010.539358600584,POINT (135.6878360314217 -16.45020586648905)
LIM04.2012,13148.279883381923,26.0,43.0,102.97156524658205,104.95147705078124,162.40448760986328,110.7474136352539,102.91394424438477,6.5,7.5,22.0,20.0,69.0,70.0,390.5,728.0,1041.5,1999.5,2585.5,1722.0,4729830,4737620,3886305,3920502,733549,763833,3170086,3192193,40510983,40474411,1278000,1282000,2488964,2495458,-1834862,-1820793,1834862,1820793,-1306247,-1288772,1540220,1551938,1791324,1804188,958000,965000,27955290,27994152,14495552,14447953,19285426,19375860,36354167,36273684,25079532,25106452,13004396,12957593,24136236,24016374,16650787,16622683,8633871,8579068,6639194,6620881,3.2857143878936768,5.75,0.2083333283662796,0.169153407216072,1.2999999999992724,1.4461538461539,3801.399999999988,1.4895790272756702,4685.799999999998,0.0755815442400443,7856.599999999998,0.0509926140351515,8398.900000000003,0.1201892084507665,0.1148573861217538,1132.0999999999995,0.2741200828157349,32.67,52.56,103.31147392272949,105.5560082244873,169.95424392700198,112.45438285827636,103.24056495666504,11.0,11.0,31.67,24.89,75.0,79.0,425.45000000000016,773.79,1119.13,2106.85,2661.890000000001,1837.76,4729830,4737620,3886305,3920502,733549,763833,3170086,3192193,40510983,40474411,1278000,1282000,2488964,2495458,-1834862,-1820793,1834862,1820793,-1306247,-1288772,1540220,1551938,1791324,1804188,958000,965000,27955290,27994152,14495552,14447953,19285426,19375860,36354167,36273684,25079532,25106452,13004396,12957593,24136236,24016374,16650787,16622683,8633871,8579068,6639194,6620881,3.2857143878936768,5.75,0.2083333283662796,0.169153407216072,1.2999999999992724,1.4461538461539,3801.399999999988,1.4895790272756702,4685.799999999998,0.0755815442400443,7856.599999999998,0.0509926140351515,8398.900000000003,0.1201892084507665,0.1148573861217538,1132.0999999999995,0.2741200828157349,lim04,135.68825060839927,-16.485670792594394,20120530,13148.279883381923,6442.657142857142,1183.3451895043731,POINT (135.6882506083993 -16.48567079259439)
LIM08.2013,0.0,29.0,47.0,103.18178176879884,106.20868301391602,156.73302459716797,113.18087768554688,103.3899917602539,10.0,10.0,31.0,33.0,57.0,55.5,326.5,587.5,787.0,1816.0,2205.5,1437.0,5141053,5089770,5211931,5133542,1209476,1154321,3965049,3921418,41962280,41236377,1221000,1219000,2483390,2472617,-1477105,-1459695,1477105,1459695,-958009,-985283,1719338,1710408,2021782,2010269,1021000,1018000,31141579,30731085,13466590,13414565,23125067,22908745,37738490,37445452,28023792,27914026,12118361,12184878,24429211,24369510,18140607,18166455,7844564,7929922,6473288,6508003,2.875,7.666666507720947,0.1666666716337204,0.1410802900791168,1.6999999999993634,1.4823529411765335,891.7999999999829,0.7324512222471475,4965.499999999999,0.0521196254153661,7597.699999999998,0.0588185522310324,9785.1,0.1752285179945602,0.1000089217208215,1364.7,0.2805984104721833,33.89,53.89,103.67293846130372,107.16839904785157,163.63326431274413,114.32864601135256,103.8358065032959,13.78,12.0,34.89,36.89,63.89,63.56,397.7,612.89,837.58,1885.8,2315.06,1555.96,5141053,5089770,5211931,5133542,1209476,1154321,3965049,3921418,41962280,41236377,1221000,1219000,2483390,2472617,-1477105,-1459695,1477105,1459695,-958009,-985283,1719338,1710408,2021782,2010269,1021000,1018000,31141579,30731085,13466590,13414565,23125067,22908745,37738490,37445452,28023792,27914026,12118361,12184878,24429211,24369510,18140607,18166455,7844564,7929922,6473288,6508003,2.875,7.666666507720947,0.1666666716337204,0.1410802900791168,1.6999999999993634,1.4823529411765335,891.7999999999829,0.7324512222471475,4965.499999999999,0.0521196254153661,7597.699999999998,0.0588185522310324,9785.1,0.1752285179945602,0.1000089217208215,1364.7,0.2805984104721833,lim08,135.30509349982486,-15.23416616978125,20130601,0.0,0.0,0.0,POINT (135.3050934998249 -15.23416616978125)
